Age,Age_Bin,Gender,Education,Race,City.US.Raised,Raised.State,Latitude,Longitude,City.US.Fa,Father.State,City.US.Mo,Mother.State,City.US.Curr,Current.State,SurveyType,PI_1181,PI_1182,PI_1042
26,18-30,Male,Associates,NA,Port Huron,MI,43.55659485,-83.99430084,Marysville,MI,Port Huron,MI,Saginaw,MI,5b,NA,NA,2
62,61_up,Female,HS_diploma,NA,Dallas,TX,33.061203,-96.30719757,Orange,TX,Birmingham,AL,Fruitvale,TX,5b,NA,NA,5
50,41-50,Female,No_degree,NA,,,39.97380066,-86.17649841,,,,,Carmel,IN,5b,NA,NA,5
30,18-30,Male,No_degree,NA,Brownsville,TX,40.20559692,-8.41960144,,,Austin,TX,Brownsville,TX,5b,NA,NA,5
40,31-40,Female,Bachelors,NA,Memphis,TN,33.43409729,-88.35649872,Memphis,TN,Memphis,TN,Memphis,TN,5b,NA,NA,5
40,31-40,Male,HS_diploma,NA,Coalfield,TN,27.97309875,-82.4937973,Wartburg,TN,Oakdale,TN,St. Petersburg,FL,5b,NA,NA,2
56,51-60,Male,No_degree,NA,Denver,CO,36.07809448,-115.2124023,Denver,CO,Denver,CO,Pueblo,CO,5b,NA,NA,5
61,61_up,Female,HS_diploma,NA,The Dalles,OR,46.48869324,-122.4421997,West Brookfield,MA,,,Morton,WA,5b,NA,NA,1
30,18-30,Female,Graduate,NA,Orinda,CA,37.769104,-122.4449005,Rochelle,IL,Orinda,CA,Alameda,CA,5b,NA,NA,4
38,31-40,Male,Associates,NA,Columbia,SC,34.08140564,-81.14980316,,,Columbia,SC,Irmo - Richland County,SC,5b,NA,NA,4
57,51-60,Female,HS_diploma,NA,Texas City-League City,TX,31.04499817,-97.50869751,Texas City-League City,TX,Dickinson,TX,Belton,TX,5b,NA,NA,5
29,18-30,Male,Bachelors,NA,Staten Island,NY,40.75880432,-73.96800232,Brooklyn,NY,Brooklyn,NY,Jersey City,NJ,5b,NA,NA,2
50,41-50,Female,No_degree,NA,Brownsville,TX,26.17219543,-97.98120117,Harlingen-San Benito,TX,Harlingen-San Benito,TX,Houston,TX,5b,NA,NA,5
39,31-40,Female,HS_diploma,NA,Rock Spring,GA,34.69650269,-85.24220276,Scranton,PA,Scranton,PA,LaFayette,GA,5b,NA,NA,4
57,51-60,Male,Associates,NA,Monroe Charter Township,MI,41.06210327,-81.74510193,Ida Township,MI,Dundee Township,MI,Medina Township,OH,5b,NA,NA,3
19,18-30,Male,HS_diploma,NA,Dallas,TX,32.71940613,-96.61250305,Dallas,TX,Dallas,TX,Dallas,TX,5b,NA,NA,4
29,18-30,Female,No_degree,NA,Dallas,TX,29.5821991,-95.76080322,Dallas,TX,Dallas,TX,Dallas,TX,5b,NA,NA,5
33,31-40,Female,No_degree,NA,Frazee,MN,26.69630432,-81.94290161,St. Charles,IL,Abilene,TX,Cape Coral,FL,5b,NA,NA,2
27,18-30,Male,Bachelors,NA,Waltham,MA,42.88639832,-78.87809753,St. Louis,MO,Maumee,OH,Boston,MA,5b,NA,NA,4
51,51-60,Male,No_degree,NA,Carlsbad,CA,45.51539612,-122.4980011,Tustin,CA,,,Portland,OR,5b,NA,NA,3
42,41-50,Male,Bachelors,NA,Allegany Township,PA,40.42349243,-79.75879669,Allegany Township,PA,Allegany Township,PA,Monroeville,PA,5b,NA,NA,4
28,18-30,Male,Bachelors,NA,Lyman,SC,39.0059967,-77.10250092,Lyman,SC,Inman,SC,Lyman,SC,5b,NA,NA,2
22,18-30,Female,Bachelors,NA,Houston,TX,29.75100708,-95.61299896,,,Houston,TX,Houston,TX,5b,NA,NA,4
48,41-50,Female,Graduate,NA,Queens,NY,40.76220703,-73.91210175,Queens,NY,Queens,NY,Queens,NY,5b,NA,NA,2
32,31-40,Male,Graduate,NA,State College,PA,40.78489685,-77.84700012,State College,PA,,,Pittsburgh,PA,5b,NA,NA,4
41,41-50,Male,No_degree,NA,Orland Park,IL,41.51289368,-87.96050262,,,,,Orland Park,IL,5b,NA,NA,2
23,18-30,Female,Bachelors,NA,Albuquerque,NM,39.08360291,-86.43209839,Albuquerque,NM,Dayton,OH,Bloomington,IN,5b,NA,NA,4
35,31-40,Female,Associates,NA,Clinton Charter Township,MI,42.67570496,-82.77729797,Warren,MI,Sterling Heights,MI,Chesterfield Township,MI,5b,NA,NA,5
67,61_up,Female,Graduate,NA,Farmington Hills,MI,42.11540222,-83.56929779,,,Detroit,MI,Saline Township,MI,5b,NA,NA,3
24,18-30,Male,HS_diploma,NA,Los Angeles,CA,34.16830444,-118.3730011,Los Angeles,CA,,,Los Angeles,CA,5b,NA,NA,3
54,51-60,Female,Graduate,NA,Auburn,CA,44.10139465,-122.8063049,,,,,Eugene,OR,5b,NA,NA,5
44,41-50,Female,Associates,NA,Los Angeles,CA,40.85490417,-74.2858963,,,,,Livingston Township,NJ,5b,NA,NA,2
23,18-30,Male,Bachelors,NA,Youngsville,PA,40.44389343,-79.95610046,Youngsville,PA,Youngsville,PA,Pittsburgh,PA,5b,NA,NA,3
34,31-40,Female,Bachelors,NA,Clearwater,FL,27.78990173,-82.6772995,Gadsden,AL,Asheville,NC,St. Petersburg,FL,5b,NA,NA,2
30,18-30,Other,Bachelors,NA,Bartow,GA,28.53829956,-81.3792038,Clovis,CA,,,North Washington,CO,5b,NA,NA,4
42,41-50,Female,No_degree,NA,Halifax,NC,35.93409729,-78.71659851,Halifax,NC,Halifax,NC,Raleigh,NC,5b,NA,NA,1
37,31-40,Male,Graduate,NA,Omaha,NE,41.29930115,-96.16660309,Lincoln,NE,Ogallala,NE,Omaha,NE,5b,NA,NA,4
68,61_up,Male,No_degree,NA,Webster,NH,42.36599731,-71.1230011,Viola,AR,Springfield,MA,Quartzsite,AZ,5b,NA,NA,4
23,18-30,Male,Associates,NA,Santa Ana,CA,37.3874054,-121.9024048,,,,,Colton,CA,5b,NA,NA,1
28,18-30,Male,Bachelors,NA,Fredericktown,PA,39.69689941,-75.125,,,Woodbury,NJ,Gloucester Township,NJ,5b,NA,NA,1
31,31-40,Female,No_degree,NA,Pinson,AL,33.18409729,-86.25150299,Pinson,AL,Center Point,AL,Ashville,AL,5b,NA,NA,3
54,51-60,Female,No_degree,NA,Winston-Salem,NC,36.05360413,-80.31539917,Winston-Salem,NC,Winston-Salem,NC,Winston-Salem,NC,5b,NA,NA,4
22,18-30,Male,Bachelors,NA,San Francisco,CA,33.75419617,-118.2019043,,,,,San Francisco,CA,5b,NA,NA,1
22,18-30,Male,No_degree,NA,Kingston,NY,43.15179443,-77.58519745,Kingston,NY,Kingston,NY,Rochester - Monroe County,NY,5b,NA,NA,4
62,61_up,Female,Bachelors,NA,Seminole,TX,31.99020386,-102.0727997,Seminole,TX,Seminole,TX,Midland,TX,5b,NA,NA,1
34,31-40,Male,Graduate,NA,Greenville,SC,34.90109253,-82.2661972,Greenville,SC,Greenville,SC,Greer - Greenville County,SC,5b,NA,NA,5
33,31-40,Female,No_degree,NA,Beavercreek,OH,39.61819458,-84.24880219,Kettering,OH,Kettering,OH,Miamisburg,OH,5b,NA,NA,4
32,31-40,Female,Bachelors,NA,Houston,TX,33.23240662,-97.1108017,San Benito,TX,Houston,TX,Denton,TX,5b,NA,NA,4
27,18-30,Male,Bachelors,NA,Redmond,WA,40.74209595,-74.00180054,Riverbend,WA,Riverbend,WA,Redmond,WA,5b,NA,NA,4
25,18-30,Female,HS_diploma,NA,Albany,GA,30.52520752,-84.33209991,,,,,Tallahassee,FL,5b,NA,NA,3
29,18-30,Female,Associates,NA,Loma Linda,CA,33.83569336,-117.5017014,,,Yorba Linda,CA,Agoura Hills,CA,5b,NA,NA,3
50,41-50,Male,Associates,NA,North Reading,MA,42.47549438,-70.9068985,Woburn,MA,Woburn,MA,Salem,MA,5b,NA,NA,5
47,41-50,Female,Bachelors,NA,Normal,IL,40.52819824,-88.98010254,Atlanta,IL,Flanagan,IL,Normal,IL,5b,NA,NA,4
36,31-40,Female,No_degree,NA,Columbia,SC,33.86340332,-78.97530365,Columbia,SC,Columbia,SC,Conway,SC,5b,NA,NA,4
27,18-30,Female,Bachelors,NA,Bellevue,NE,37.33869934,-121.8914032,,,Blaine,MN,Fridley,MN,5b,NA,NA,2
26,18-30,Male,HS_diploma,NA,Wautoma,WI,44.24530029,-88.3647995,,,Wild Rose,WI,Kaukauna,WI,5b,NA,NA,1
48,41-50,Male,Bachelors,NA,Fullerton,CA,33.50799561,-112.1253967,,,Downey,CA,,,5b,NA,NA,1
27,18-30,Female,HS_diploma,NA,Allegheny Township - Westmoreland County,PA,40.41729736,-79.93720245,,,,,Allegheny Township - Westmoreland County,PA,5b,NA,NA,3
31,31-40,Male,Bachelors,NA,Philadelphia,PA,40.0375061,-75.145401,,,,,Philadelphia,PA,5b,NA,NA,4
31,31-40,Female,Graduate,NA,Sacramento,CA,39.71580505,-121.8146973,San Francisco,CA,San Francisco,CA,Sacramento,CA,5b,NA,NA,2
30,18-30,Not sure,HS_diploma,NA,York,PA,40.39149475,-76.43810272,,,York,PA,Lancaster,PA,5b,NA,NA,4
71,61_up,Male,Bachelors,NA,Providence,RI,41.90400696,-71.5266037,Providence,RI,Providence,RI,North Providence,RI,5b,NA,NA,5
32,31-40,Male,Bachelors,NA,Baltimore,MD,40.03930664,-75.0667038,Los Angeles,CA,Baltimore,MD,Philadelphia,PA,5b,NA,NA,1
33,31-40,Female,Associates,NA,Canton,OH,41.10549927,-81.49749756,,,Canton,OH,Canton,OH,5b,NA,NA,4
33,31-40,Female,HS_diploma,NA,Sturgis,SD,44.97450256,-103.3044968,Beresford,SD,Beresford,SD,Vale,SD,5b,NA,NA,5
36,31-40,Male,No_degree,NA,Alburgh,VT,38.6499939,-90.53340149,Alburgh,VT,Alburgh,VT,Alburgh,VT,5b,NA,NA,4
27,18-30,Female,HS_diploma,NA,Brandon,SD,40.88040161,-111.8233032,Morris,MN,,,North Salt Lake,UT,5b,NA,NA,5
28,18-30,Male,Bachelors,NA,Peru,VT,43.20210266,-72.76280212,Peru,VT,Claremont,NH,Londonderry,VT,5b,NA,NA,3
24,18-30,Female,Bachelors,NA,Irving,TX,40.40859985,-3.692199707,Pagedale,MO,Chicago,IL,Jackson,MS,5b,NA,NA,4
26,18-30,Male,No_degree,NA,Statesboro,GA,32.52059937,-92.1065979,Statesboro,GA,Winnsboro,LA,Monroe,LA,5b,NA,NA,5
35,31-40,Female,Bachelors,NA,Greenville,ME,43.86349487,-70.09760284,Shirley,ME,Greenville,ME,Bath,ME,5b,NA,NA,4
30,18-30,Female,No_degree,NA,Levant,ME,44.86349487,-68.84020233,Veazie,ME,Hampden,ME,Bangor,ME,5b,NA,NA,3
22,18-30,Female,Bachelors,NA,Lihue,HI,45.02029419,-93.24500275,Kanopolis,KS,Gackle,ND,St. Anthony - Hennepin County,MN,5b,NA,NA,2
30,18-30,Male,Graduate,NA,Whitewood,SD,44.08050537,-103.2310028,Deadwood,SD,Sturgis,SD,Box Elder,SD,5b,NA,NA,5
34,31-40,Female,Associates,NA,La Crescenta-Montrose,CA,44.12089539,-103.1977997,Lawrence,MA,Loomis,CA,Rapid City,SD,5b,NA,NA,5
34,31-40,Female,No_degree,NA,Lexington-Fayette,KY,38.01589966,-84.48470306,,,Berea,KY,Lexington-Fayette,KY,5b,NA,NA,5
35,31-40,Female,No_degree,NA,Williamsburg,KY,37.75100708,-97.8219986,Williamsburg,KY,Williamsburg,KY,Williamsburg,KY,5b,NA,NA,5
31,31-40,Male,Bachelors,NA,Sisters,OR,37.76660156,-84.30310059,Elmira,NY,Glendale,CA,Mount Sterling,KY,5b,NA,NA,3
29,18-30,Female,Bachelors,NA,San Jose,CA,34.05220032,-118.2436981,,,San Jose,CA,San Jose,CA,5b,NA,NA,3
40,31-40,Male,Graduate,NA,Renton,WA,40.71429443,-74.0059967,Rison,AR,Casper,WY,Auburn,WA,5b,NA,NA,3
63,61_up,Male,Bachelors,NA,Long Beach-Lakewood,CA,33.50759888,-112.0582962,Ethan,SD,Los Angeles,CA,Phoenix,AZ,5b,NA,NA,3
38,31-40,Male,Associates,NA,Cedar Falls,IA,34.68409729,33.03790283,Princeton,IA,,,Beaverton,OR,5b,NA,NA,2
39,31-40,Female,No_degree,NA,Brighton,CO,41.37739563,-104.7639008,Gettysburg,SD,Faulkton,SD,Cheyenne,WY,5b,NA,NA,4
55,51-60,Male,No_degree,NA,Portland,OR,25.77430725,-80.1937027,Pendleton,OR,Portland,OR,Seneca,SC,5b,NA,NA,5
33,31-40,Female,No_degree,NA,Bremerton,WA,47.42059326,-122.4508972,Tacoma,WA,Oregon City,OR,Kingston,WA,5b,NA,NA,5
40,31-40,Male,Graduate,NA,Vandenberg AFB,CA,9.933303833,-84.08329773,Bellingham,WA,Dixon,IL,Forestville,CA,5b,NA,NA,5
38,31-40,Female,Bachelors,NA,Eden,UT,42.75950623,-114.3649979,Harrisville,UT,Harrisville,UT,Jerome,ID,5b,NA,NA,4
40,31-40,Male,No_degree,NA,Anaconda,MT,46.37969971,-112.7201996,Spokane,WA,Anaconda,MT,Anaconda,MT,5b,NA,NA,3
39,31-40,Female,Graduate,NA,Lake Oswego,OR,45.36529541,-122.7579041,Seattle,WA,,,Tualatin,OR,5b,NA,NA,5
35,31-40,Female,Graduate,NA,Goshen,KY,33.34129333,-112.0597992,Louisville,KY,Louisville East,KY,Lebanon,OR,5b,NA,NA,5
62,61_up,Female,HS_diploma,NA,The Dalles,OR,46.60220337,-122.6780014,West Brookfield,MA,,,Morton,WA,5b,NA,NA,1
40,31-40,Male,Bachelors,NA,,,45.54420471,-122.6430969,,,,,Tigard,OR,5b,NA,NA,5
41,41-50,Female,Bachelors,NA,Tacoma,WA,46.97779846,-122.8715973,,,Tacoma,WA,Olympia,WA,5b,NA,NA,4
61,61_up,Female,Bachelors,NA,Lima,PA,45.46910095,-122.5534973,Philadelphia,PA,Raton,NM,Portland,OR,5b,NA,NA,1
26,18-30,Male,Bachelors,NA,Bruce Township - Chippewa County,MI,45.46910095,-122.5534973,Chippewa Township - Chippewa County,MI,Bruce Township - Chippewa County,MI,Portland,OR,5b,NA,NA,5
35,31-40,Female,No_degree,NA,Paso Robles,CA,47.22390747,-122.4459991,Carpinteria,CA,Apple Valley,CA,Lakewood,WA,5b,NA,NA,3
21,18-30,Female,No_degree,NA,Huntsville - Limestone County,AL,34.53889465,-86.87329865,,,,,Huntsville - Limestone County,AL,5b,NA,NA,4
26,18-30,Male,Bachelors,NA,San Diego,CA,32.63609314,-117.0531998,Long Beach,CA,San Diego,CA,San Diego,CA,5b,NA,NA,1
33,31-40,Male,No_degree,NA,Baltimore,MD,39.09669495,-76.87789917,La Porte,IN,Albany,NY,Baltimore,MD,5b,NA,NA,4
24,18-30,Male,Bachelors,NA,Miami,FL,25.78059387,-80.18260193,Miami,FL,Miami,FL,Miami,FL,5b,NA,NA,2
22,18-30,Female,Bachelors,NA,Franklin,TN,10.5,-66.91670227,La Vergne,TN,Franklin,TN,La Vergne,TN,5b,NA,NA,5
35,31-40,Female,No_degree,NA,Tucson,AZ,33.50909424,-112.0264969,Brazil,IN,Noblesville,IN,Phoenix,AZ,5b,NA,NA,1
22,18-30,Female,No_degree,NA,North Tonawanda,NY,43.1750946,-78.7378006,Tonawanda,NY,Tonawanda,NY,Lockport,NY,5b,NA,NA,4
46,41-50,Male,Bachelors,NA,Seattle,WA,47.73959351,-122.3426056,,,,,Seattle,WA,5b,NA,NA,3
35,31-40,Female,Bachelors,NA,Queens,NY,40.7447052,-73.08599854,Bay Shore,NY,Queens,NY,Bay Shore,NY,5b,NA,NA,4
33,31-40,Female,Bachelors,NA,Thibodaux,LA,29.80279541,-90.79740143,Choctaw,LA,Thibodaux,LA,Chackbay,LA,5b,NA,NA,5
67,61_up,Male,No_degree,NA,St. Joseph,MI,41.93730164,-87.65509796,Dresden,TN,St. Joseph,MI,Chicago,IL,5b,NA,NA,3
28,18-30,Female,Bachelors,NA,Merritt Island,FL,32.98779297,-80.00569916,Florence,SC,Cocoa,FL,Goose Creek,SC,5b,NA,NA,3
26,18-30,Male,HS_diploma,NA,San Jose,CA,37.14129639,-107.8871002,San Jose,CA,San Jose,CA,Durango,CO,5b,NA,NA,1
25,18-30,Male,No_degree,NA,Johnson City,TN,36.3197937,-82.32019806,Morristown,TN,Johnson City,TN,Johnson City,TN,5b,NA,NA,5
30,18-30,Male,No_degree,NA,West Monroe,LA,32.55329895,-92.1937027,Corpus Christi,TX,Monroe,LA,West Monroe,LA,5b,NA,NA,5
43,41-50,Male,No_degree,NA,Mount Vernon,IL,40.72250366,-89.53029633,Mount Vernon,IL,Mount Vernon,IL,East Peoria,IL,5b,NA,NA,5
35,31-40,Female,No_degree,NA,Detroit,MI,42.68840027,-83.3864975,Livermore Falls,ME,Billings,MT,Waterford Charter Township,MI,5b,NA,NA,5
30,18-30,Male,No_HS_diploma,NA,Houma,LA,30.1605072,-92.03320313,Houma,LA,Houma,LA,Houma,LA,5b,NA,NA,2
29,18-30,Male,Bachelors,NA,Springfield,MO,36.66960144,-93.2614975,Springfield,MO,Sparta,MO,Springfield,MO,5b,NA,NA,5
32,31-40,Female,HS_diploma,NA,Big Bear City,CA,34.36610413,-117.3204956,,,Big Bear,CA,Big Bear City,CA,5b,NA,NA,2
48,41-50,Female,Graduate,NA,Fitchburg,MA,42.28570557,-71.82920074,New Britain,CT,Fitchburg,MA,Pepperell,MA,5b,NA,NA,4
38,31-40,Male,HS_diploma,NA,Freeport,TX,29.1829071,-94.97599792,Houston,TX,Houston,TX,Freeport,TX,5b,NA,NA,4
28,18-30,Male,No_degree,NA,Other,CA,38.60270691,-121.2686996,West Palm Beach,FL,,,Citrus Heights,CA,5b,NA,NA,1
23,18-30,Male,Bachelors,NA,Mascoutah,IL,17.30000305,-62.71669769,Mascoutah,IL,Mascoutah,IL,Mascoutah,IL,5b,NA,NA,2
54,51-60,Male,Graduate,NA,Monroe,LA,35.58050537,-77.01270294,Monroe,LA,Monroe,LA,Washington,NC,5b,NA,NA,4
49,41-50,Female,No_degree,NA,Erie,PA,35.19540405,-80.82540131,Erie,PA,Erie,PA,Charlotte,NC,5b,NA,NA,5
28,18-30,Male,Bachelors,NA,Airport,CA,40.71429443,-74.0059967,,,,,Airport,CA,5b,NA,NA,3
29,18-30,Female,No_degree,NA,Durham,NC,35.88960266,-78.92440033,Durham,NC,Fernandina Beach,FL,Durham,NC,5b,NA,NA,5
32,31-40,Female,Graduate,NA,Houston,PA,41.11720276,-78.68609619,Clairton,PA,Canonsburg,PA,Rural Valley,PA,5b,NA,NA,3
50,41-50,Male,HS_diploma,NA,Syracuse,NY,43.08909607,-76.22109985,Syracuse,NY,Syracuse,NY,Syracuse,NY,5b,NA,NA,3
32,31-40,Male,No_degree,NA,Milwaukee,WI,43.02020264,-87.92559814,Milwaukee,WI,Milwaukee,WI,New Berlin,WI,5b,NA,NA,4
31,31-40,Female,Bachelors,NA,Bel Air - Harford County,MD,39.11480713,-77.24620056,Egypt,PA,Queens,NY,Gaithersburg,MD,5b,NA,NA,4
25,18-30,Female,Graduate,NA,Faulkton,SD,43.53669739,-96.6984024,Hill City,SD,Faulkton,SD,Sioux Falls,SD,5b,NA,NA,5
31,31-40,Male,Bachelors,NA,Queens,NY,40.71080017,-73.7397995,,,,,Manhattan,NY,5b,NA,NA,5
25,18-30,Female,No_degree,NA,Los Angeles,CA,33.95170593,-118.2956009,Los Angeles,CA,Los Angeles,CA,Los Angeles,CA,5b,NA,NA,4
30,18-30,Male,No_degree,NA,Plymouth,NC,35.05270386,-78.87840271,Roper,NC,Plymouth,NC,Plymouth,NC,5b,NA,NA,4
32,31-40,Female,Bachelors,NA,Denver,CO,25.78059387,-80.18260193,,,Kaplan,LA,Denver,CO,5b,NA,NA,3
22,18-30,Female,No_degree,NA,Miami,FL,4.649200439,-74.06279755,Queens,NY,Queens,NY,Miami,FL,5b,NA,NA,2
26,18-30,Female,HS_diploma,NA,Charlton,MA,42.05439758,-71.75479889,Grafton,MA,Charlton,MA,Charlton,MA,5b,NA,NA,4
23,18-30,Male,No_degree,NA,Augusta,GA,8.993606567,-79.5196991,Lancaster,PA,,,Columbia,SC,5b,NA,NA,4
24,18-30,Female,Bachelors,NA,Flagstaff,AZ,35.1499939,-106.5727997,Other,KS,Orange,CA,Albuquerque,NM,5b,NA,NA,5
22,18-30,Male,HS_diploma,NA,Radford,VA,37.28340149,-79.81359863,Pulaski,VA,Roanoke,VA,Radford,VA,5b,NA,NA,3
22,18-30,Female,No_degree,NA,Las Cruces,NM,35.06390381,-106.4787979,Gary,IN,Las Cruces,NM,Albuquerque,NM,5b,NA,NA,5
30,18-30,Male,Associates,NA,Other,KY,36.67469788,-84.40540314,Other,KY,Other,KY,Other,KY,5b,NA,NA,3
52,51-60,Male,Associates,NA,McLeansville,NC,36.18240356,-79.80670166,Greensboro,NC,Greensboro,NC,Reidsville,NC,5b,NA,NA,4
32,31-40,Female,Bachelors,NA,Wayne Township - Armstrong County,PA,42.36459351,-71.10279846,,,Knoxville,TN,Somerville,MA,5b,NA,NA,5
29,18-30,Male,HS_diploma,NA,Sacramento,CA,35.20939636,-89.79319763,,,Anaheim,CA,Memphis,TN,5b,NA,NA,5
30,18-30,Female,Bachelors,NA,Jacksonville,FL,30.49009705,-81.67169952,Jacksonville,FL,Jacksonville,FL,Jacksonville,FL,5b,NA,NA,5
24,18-30,Male,No_degree,NA,Farmingville,NY,33.83790588,-84.38459778,Nesquehoning,PA,Albany,NY,Atlanta,GA,5b,NA,NA,1
25,18-30,Female,Bachelors,NA,Lexington,NC,35.76660156,-81.33550262,,,,,Taylorsville,NC,5b,NA,NA,2
34,31-40,Male,No_degree,NA,Stockton,CA,33.00349426,-96.90000153,San Francisco,CA,Dallas,TX,Carrollton,TX,5b,NA,NA,5
32,31-40,Female,HS_diploma,NA,Torrance,CA,34.58729553,-118.2453995,Torrance,CA,Torrance,CA,Palmdale,CA,5b,NA,NA,3
22,18-30,Male,Associates,NA,Chicago,IL,41.97590637,-87.70159912,,,,,Chicago,IL,5b,NA,NA,5
26,18-30,Male,Associates,NA,Strongsville,OH,41.44619751,-81.39600372,Cleveland,OH,Cleveland,OH,Strongsville,OH,5b,NA,NA,3
25,18-30,Male,Graduate,NA,New Orleans,LA,29.95359802,-90.10289764,New Orleans,LA,New Orleans,LA,New York,NY,5b,NA,NA,4
26,18-30,Male,Bachelors,NA,The Colony,TX,33.18089294,-96.91770172,Kankakee,IL,Hadley Township,MI,The Colony,TX,5b,NA,NA,5
30,18-30,Female,No_degree,NA,Plum City,WI,44.74679565,-93.20210266,Pepin,WI,Durand,WI,Red Wing,MN,5b,NA,NA,5
22,18-30,Male,HS_diploma,NA,Harrison Township - Carroll County,OH,40.75720215,-81.42379761,Sandy Township - Stark County,OH,Sandy Township - Stark County,OH,Harrison Township - Carroll County,OH,5b,NA,NA,2
32,31-40,Male,Bachelors,NA,Alpharetta,GA,33.94320679,-84.31800079,,,,,Sandy Springs,GA,5b,NA,NA,4
37,31-40,Female,No_degree,NA,Las Vegas,NV,35.53309631,-97.77069855,Fullerton,CA,Fulton,CA,Yukon,OK,5b,NA,NA,4
30,18-30,Male,HS_diploma,NA,Kansas City,KS,39.11019897,-94.68990326,Kansas City,KS,Kansas City,KS,Overland Park,KS,5b,NA,NA,4
52,51-60,Female,Associates,NA,Okmulgee,OK,35.67379761,-95.30560303,Webbers Falls,OK,Porum,OK,Muskogee,OK,5b,NA,NA,5
33,31-40,Male,Bachelors,NA,Liverpool,NY,40.75280762,-73.97250366,,,,,Amsterdam,NY,5b,NA,NA,2
39,31-40,Male,No_degree,NA,Tecumseh Township,KS,39.03799438,-95.72779846,Topeka,KS,Topeka,KS,Topeka,KS,5b,NA,NA,4
32,31-40,Male,Bachelors,NA,Farmington,NM,35.19880676,-106.7034988,Bloomfield,NM,Shiprock,NM,Rio Rancho,NM,5b,NA,NA,4
48,41-50,Female,Graduate,NA,Grand Island,NE,40.94799805,-98.26190186,Ord,NE,Grand Island,NE,Grand Island,NE,5b,NA,NA,5
59,51-60,Male,No_degree,NA,Harlingen,TX,34.7743988,-106.7274017,Gatesville,TX,Pikeville,KY,Rio Communities,NM,5b,NA,NA,5
29,18-30,Female,Graduate,NA,Baltimore,MD,39.38180542,-94.78250122,Salisbury,MD,Baltimore,MD,Leavenworth,KS,5b,NA,NA,4
33,31-40,Male,No_degree,NA,Erie,PA,27.94749451,-81.92040253,,,Allentown,NJ,Lakeland,FL,5b,NA,NA,2
28,18-30,Male,Graduate,NA,Carlsbad,CA,39.623703,-104.8738022,Philadelphia,PA,Clarion,PA,Denver,CO,5b,NA,NA,2
25,18-30,Female,Bachelors,NA,Concord,CA,44.93739319,-93.22190094,Irvine,CA,San Luis Obispo,CA,St. Paul,MN,5b,NA,NA,5
23,18-30,Male,Bachelors,NA,Austin,TX,35.47070313,-97.52050018,Boscawen,NH,,,Austin,TX,5b,NA,NA,4
26,18-30,Male,No_degree,NA,Everett,MA,42.65229797,-71.3506012,Malden,MA,Malden,MA,Lowell,MA,5b,NA,NA,5
37,31-40,Male,Associates,NA,,,31.22749329,-96.21080017,,,,,Robinhood,MS,5b,NA,NA,3
33,31-40,Female,Graduate,NA,,,32.60870361,-116.9365005,,,,,Chula Vista,CA,5b,NA,NA,5
28,18-30,Male,No_HS_diploma,NA,Abilene,TX,31.54679871,-100.560997,,,,,San Angelo,TX,5b,NA,NA,5
45,41-50,Female,Bachelors,NA,Medford,WI,44.07150269,-92.5279007,Stetsonville,WI,Stetsonville,WI,,,5b,NA,NA,4
27,18-30,Male,No_degree,NA,Yuba City,CA,39.05290222,-121.7328949,,,,,Yuba City,CA,5b,NA,NA,3
61,61_up,Female,No_degree,NA,Larkin Charter Township,MI,29.88130188,-95.45410156,Genesee Charter Township,MI,Larkin Charter Township,MI,Harrold-Oklaunion,TX,5b,NA,NA,3
56,51-60,Female,Associates,NA,,,32.227005,-95.75589752,,,,,Porter Heights,TX,5b,NA,NA,1
48,41-50,Male,Bachelors,NA,El Cajon,CA,47.84350586,-122.1957016,Farmington,MO,Ellsinore,MO,Mukilteo,WA,5b,NA,NA,5
55,51-60,Female,Associates,NA,Richlands,NC,34.30839539,-77.80280304,Ashley,IL,Raleigh,NC,Swansboro,NC,5b,NA,NA,3
28,18-30,Female,Bachelors,NA,San Diego,CA,32.8072052,-117.1649017,San Jose,CA,San Jose,CA,San Diego,CA,5b,NA,NA,1
31,31-40,Female,Bachelors,NA,,,30.27119446,-89.77050018,Pittsburgh,PA,New Orleans,LA,Slidell,LA,5b,NA,NA,4
40,31-40,Male,No_degree,NA,Rockford,IL,34.30670166,-85.26999664,Twinsburg Township,OH,Rockford,IL,Rome,GA,5b,NA,NA,5
27,18-30,Male,HS_diploma,NA,Portland,OR,45.4980011,-122.7783966,Houston,TX,Portland,OR,Portland,OR,5b,NA,NA,5
28,18-30,Male,Graduate,NA,Marietta,GA,33.88999939,-84.30280304,Bowie,MD,Gaithersburg,MD,Atlanta,GA,5b,NA,NA,1
23,18-30,Other,No_degree,NA,Annandale,VA,37.55769348,-77.37689972,,,Annandale,VA,Richmond,VA,5b,NA,NA,2
29,18-30,Female,No_degree,NA,Lancaster,PA,40.35139465,-75.93060303,New Paltz,NY,Fairhaven Township,MI,Mount Joy,PA,5b,NA,NA,4
22,18-30,Female,Bachelors,NA,Warner Robins,GA,37.73530579,-75.7664032,Davenport,IA,Irvington Township,NJ,Hampton,VA,5b,NA,NA,4
24,18-30,Female,Associates,NA,Lancaster,CA,34.52000427,-118.0834961,Santa Monica,CA,Santa Monica,CA,Rosamond,CA,5b,NA,NA,2
